,Brand,Model,stars,comment
504,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Heating problem.....waste of hard money....go for other phones in the same range......

  
"
505,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
   outer packaging was intact, but inner box seal was found broken. It was certainly tampered ( photos are attached).

  
"
506,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Ist very bad

  
"
507,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Keeps hanging. The seals on the box were broken and the performance is not as was expected.

  
"
508,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  OverHeats and battery drains quickly... performance not what you expect from a 50k phone.

  
"
509,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Not a good quality product facing problem in Mic of this phone I have tried several calls but most of them having voice issues as well as this phone is having overheating issues

  
"
510,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  This mobile is not good , so many problems hanging , heating . Don't buy waste of money

  
"
511,MI,"Mi 10 (Twilight Grey, 8GB RAM, 256GB Storage)",5.0 out of 5 stars,"









  
  
    
  A cute mobile...super performance and good camera

  
"
512,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  All are okk but mobile heating problem so high.I suggest you guys plz don't buy this device.

  
"
513,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  Hi guys,In general the phone is nice and does manages to provide you the feeling of a premium phone. However there are some flaws which I witnessed over my experience till date. So let me provide you the Pros and Cons of the phone -PROS...1. Nice built quality and comfortable to hold.2. Excellent performance.3. Symmetric stereo speakers. (Better experience while watching videos or playing games)4. Nice camera with with very good quality low light or night photography which still many flagship phones lack.5. Up to the mark 90Hz refresh rate display.6. Amoled screen brightness is excellent and there is no issue in viewing display even while the display is directly facing towards the sun.7. Excellent charging with 30 watts wired and wireless charging. I tried charging the phone from dead 0 to 100 and achieved it just under 1 hour. (In my personal opinion I don't think higher charging wattage like 65 watts is good for phone battery and sounds like a gimmick as even though they have double the wattage they usually charge a phone of smaller battery about 4000 mAH in about 40 minutes which is not much of a difference. )8. Super steady video from rear camera because of presence of both EIS & OIS.9.Bigger battery 4780 mAH as compared to other flagship phones.10. Doesn't misses out on any feature like reverse wireless charging, 5g support (though in India not of use for at least couple of years), NFC, Dual GPS, capable of being connected to wifi and provide Hotspot simultaneously, No MIUI ads till date.CONS...1. The limitation of resolution of the screen FHD+. The bigger size of the screen results in lower ppi and thus stands nowhere near QHD+ displays.2. This phone comes with Global MIUI 11 and has Google dialer and messaging app thus misses out features like call recording, phone notes etc. (Reason being in many countries like UAE it is illegal to have call recording apps or VPN apps. )3. Trust me this MIUI has a lot of bugs and thus results in issues like while using finger print scanner, the device heats up at times even during normal usage, but the overall performance is acceptable. (Hopefully most of the issues will be resolved by MIUI 12 update which is going to be available soon)4. Outdated front camera and supporting rear cameras hardware. (The 20 MP front camera and that too without EIS, 2 MP macro camera, 2 MP depth camera and 13 MP ultrawide camera seems like a joke for a 2020 flagship phone with the price of 50k.)5. The battery is bigger compared to many devices but looses about 10 to 20% even when left untouched overnight thus I'd say not so good battery management.6. Misses out a 3.5 mm Jack and also the c type to 3.5 mm Jack converter provided in the box doesn't seem to be of a very good quality as per my initial impression.7. Though the low light photography is good but daylight photography is not that exceptional as one might expect from 108 MP camera.8. I felt that the call quality is not up to the mark. (Maybe just in my case)Pricing issues - Though there are two things which have gone against Xiaomi as well as other Mobile brands1) Increment in GST rates from 12% to 18%2) Higher import duties for imported phones.I think that the phone is slightly overpriced at 50k but if we compare it with it`s biggest competitor the One plus 8 I will always choose MI 10 as so many things are missing in One plus 8 (like wireless charging, LP DDR RAM 4x is present instead of 5, comes with smaller battery 4300mAH and Sony IMX 586 Camera sensor which is quite outdated now) and have a price difference of only 5k.  Even that can be narrowed down by using bank offers if available which was there in my case. However in comparison with One plus 8 pro I feel that MI 10 is slightly behind because of the MIUI bugs related flaws, FHD+ display and outdated secondary camera hardware (including front camera. Thus I believe that if the aforementioned issues would have been addressed by Xiaomi I would have considered this phone justifying the price completely and without a doubt would have been the best phone ever under 50k. However in reality still the phone is definitely a strong competitor in the flagship mobile segment.

  
"
514,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Heating problem.....waste of hard money....go for other phones in the same range......

  
"
515,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
   outer packaging was intact, but inner box seal was found broken. It was certainly tampered ( photos are attached).

  
"
516,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Ist very bad

  
"
517,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Keeps hanging. The seals on the box were broken and the performance is not as was expected.

  
"
518,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  OverHeats and battery drains quickly... performance not what you expect from a 50k phone.

  
"
519,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Not a good quality product facing problem in Mic of this phone I have tried several calls but most of them having voice issues as well as this phone is having overheating issues

  
"
520,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  This mobile is not good , so many problems hanging , heating . Don't buy waste of money

  
"
521,MI,"Mi 10 (Coral Green, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  A cute mobile...super performance and good camera

  
"
522,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  All are okk but mobile heating problem so high.I suggest you guys plz don't buy this device.

  
"
523,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",4.0 out of 5 stars,"









  
  
    
  Hi guys,In general the phone is nice and does manages to provide you the feeling of a premium phone. However there are some flaws which I witnessed over my experience till date. So let me provide you the Pros and Cons of the phone -PROS...1. Nice built quality and comfortable to hold.2. Excellent performance.3. Symmetric stereo speakers. (Better experience while watching videos or playing games)4. Nice camera with with very good quality low light or night photography which still many flagship phones lack.5. Up to the mark 90Hz refresh rate display.6. Amoled screen brightness is excellent and there is no issue in viewing display even while the display is directly facing towards the sun.7. Excellent charging with 30 watts wired and wireless charging. I tried charging the phone from dead 0 to 100 and achieved it just under 1 hour. (In my personal opinion I don't think higher charging wattage like 65 watts is good for phone battery and sounds like a gimmick as even though they have double the wattage they usually charge a phone of smaller battery about 4000 mAH in about 40 minutes which is not much of a difference. )8. Super steady video from rear camera because of presence of both EIS & OIS.9.Bigger battery 4780 mAH as compared to other flagship phones.10. Doesn't misses out on any feature like reverse wireless charging, 5g support (though in India not of use for at least couple of years), NFC, Dual GPS, capable of being connected to wifi and provide Hotspot simultaneously, No MIUI ads till date.CONS...1. The limitation of resolution of the screen FHD+. The bigger size of the screen results in lower ppi and thus stands nowhere near QHD+ displays.2. This phone comes with Global MIUI 11 and has Google dialer and messaging app thus misses out features like call recording, phone notes etc. (Reason being in many countries like UAE it is illegal to have call recording apps or VPN apps. )3. Trust me this MIUI has a lot of bugs and thus results in issues like while using finger print scanner, the device heats up at times even during normal usage, but the overall performance is acceptable. (Hopefully most of the issues will be resolved by MIUI 12 update which is going to be available soon)4. Outdated front camera and supporting rear cameras hardware. (The 20 MP front camera and that too without EIS, 2 MP macro camera, 2 MP depth camera and 13 MP ultrawide camera seems like a joke for a 2020 flagship phone with the price of 50k.)5. The battery is bigger compared to many devices but looses about 10 to 20% even when left untouched overnight thus I'd say not so good battery management.6. Misses out a 3.5 mm Jack and also the c type to 3.5 mm Jack converter provided in the box doesn't seem to be of a very good quality as per my initial impression.7. Though the low light photography is good but daylight photography is not that exceptional as one might expect from 108 MP camera.8. I felt that the call quality is not up to the mark. (Maybe just in my case)Pricing issues - Though there are two things which have gone against Xiaomi as well as other Mobile brands1) Increment in GST rates from 12% to 18%2) Higher import duties for imported phones.I think that the phone is slightly overpriced at 50k but if we compare it with it`s biggest competitor the One plus 8 I will always choose MI 10 as so many things are missing in One plus 8 (like wireless charging, LP DDR RAM 4x is present instead of 5, comes with smaller battery 4300mAH and Sony IMX 586 Camera sensor which is quite outdated now) and have a price difference of only 5k.  Even that can be narrowed down by using bank offers if available which was there in my case. However in comparison with One plus 8 pro I feel that MI 10 is slightly behind because of the MIUI bugs related flaws, FHD+ display and outdated secondary camera hardware (including front camera. Thus I believe that if the aforementioned issues would have been addressed by Xiaomi I would have considered this phone justifying the price completely and without a doubt would have been the best phone ever under 50k. However in reality still the phone is definitely a strong competitor in the flagship mobile segment.

  
"
524,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Heating problem.....waste of hard money....go for other phones in the same range......

  
"
525,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
   outer packaging was intact, but inner box seal was found broken. It was certainly tampered ( photos are attached).

  
"
526,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Ist very bad

  
"
527,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Keeps hanging. The seals on the box were broken and the performance is not as was expected.

  
"
528,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  OverHeats and battery drains quickly... performance not what you expect from a 50k phone.

  
"
529,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Not a good quality product facing problem in Mic of this phone I have tried several calls but most of them having voice issues as well as this phone is having overheating issues

  
"
530,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  This mobile is not good , so many problems hanging , heating . Don't buy waste of money

  
"
531,MI,"Mi 10 (Twilight Grey, 8GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  A cute mobile...super performance and good camera

  
"
532,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",4.0 out of 5 stars,"









  
  
    
  All are okk but mobile heating problem so high.I suggest you guys plz don't buy this device.

  
"
533,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",4.0 out of 5 stars,"









  
  
    
  Hi guys,In general the phone is nice and does manages to provide you the feeling of a premium phone. However there are some flaws which I witnessed over my experience till date. So let me provide you the Pros and Cons of the phone -PROS...1. Nice built quality and comfortable to hold.2. Excellent performance.3. Symmetric stereo speakers. (Better experience while watching videos or playing games)4. Nice camera with with very good quality low light or night photography which still many flagship phones lack.5. Up to the mark 90Hz refresh rate display.6. Amoled screen brightness is excellent and there is no issue in viewing display even while the display is directly facing towards the sun.7. Excellent charging with 30 watts wired and wireless charging. I tried charging the phone from dead 0 to 100 and achieved it just under 1 hour. (In my personal opinion I don't think higher charging wattage like 65 watts is good for phone battery and sounds like a gimmick as even though they have double the wattage they usually charge a phone of smaller battery about 4000 mAH in about 40 minutes which is not much of a difference. )8. Super steady video from rear camera because of presence of both EIS & OIS.9.Bigger battery 4780 mAH as compared to other flagship phones.10. Doesn't misses out on any feature like reverse wireless charging, 5g support (though in India not of use for at least couple of years), NFC, Dual GPS, capable of being connected to wifi and provide Hotspot simultaneously, No MIUI ads till date.CONS...1. The limitation of resolution of the screen FHD+. The bigger size of the screen results in lower ppi and thus stands nowhere near QHD+ displays.2. This phone comes with Global MIUI 11 and has Google dialer and messaging app thus misses out features like call recording, phone notes etc. (Reason being in many countries like UAE it is illegal to have call recording apps or VPN apps. )3. Trust me this MIUI has a lot of bugs and thus results in issues like while using finger print scanner, the device heats up at times even during normal usage, but the overall performance is acceptable. (Hopefully most of the issues will be resolved by MIUI 12 update which is going to be available soon)4. Outdated front camera and supporting rear cameras hardware. (The 20 MP front camera and that too without EIS, 2 MP macro camera, 2 MP depth camera and 13 MP ultrawide camera seems like a joke for a 2020 flagship phone with the price of 50k.)5. The battery is bigger compared to many devices but looses about 10 to 20% even when left untouched overnight thus I'd say not so good battery management.6. Misses out a 3.5 mm Jack and also the c type to 3.5 mm Jack converter provided in the box doesn't seem to be of a very good quality as per my initial impression.7. Though the low light photography is good but daylight photography is not that exceptional as one might expect from 108 MP camera.8. I felt that the call quality is not up to the mark. (Maybe just in my case)Pricing issues - Though there are two things which have gone against Xiaomi as well as other Mobile brands1) Increment in GST rates from 12% to 18%2) Higher import duties for imported phones.I think that the phone is slightly overpriced at 50k but if we compare it with it`s biggest competitor the One plus 8 I will always choose MI 10 as so many things are missing in One plus 8 (like wireless charging, LP DDR RAM 4x is present instead of 5, comes with smaller battery 4300mAH and Sony IMX 586 Camera sensor which is quite outdated now) and have a price difference of only 5k.  Even that can be narrowed down by using bank offers if available which was there in my case. However in comparison with One plus 8 pro I feel that MI 10 is slightly behind because of the MIUI bugs related flaws, FHD+ display and outdated secondary camera hardware (including front camera. Thus I believe that if the aforementioned issues would have been addressed by Xiaomi I would have considered this phone justifying the price completely and without a doubt would have been the best phone ever under 50k. However in reality still the phone is definitely a strong competitor in the flagship mobile segment.

  
"
534,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Heating problem.....waste of hard money....go for other phones in the same range......

  
"
535,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
   outer packaging was intact, but inner box seal was found broken. It was certainly tampered ( photos are attached).

  
"
536,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Ist very bad

  
"
537,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Keeps hanging. The seals on the box were broken and the performance is not as was expected.

  
"
538,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  OverHeats and battery drains quickly... performance not what you expect from a 50k phone.

  
"
539,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  Not a good quality product facing problem in Mic of this phone I have tried several calls but most of them having voice issues as well as this phone is having overheating issues

  
"
540,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",1.0 out of 5 stars,"









  
  
    
  This mobile is not good , so many problems hanging , heating . Don't buy waste of money

  
"
541,MI,"Mi 10 (Coral Green, 8GB RAM, 256GB Storage)",5.0 out of 5 stars,"









  
  
    
  A cute mobile...super performance and good camera

  
"
542,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",5.0 out of 5 stars,"









  
  
    
  Superb

  
"
543,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",1.0 out of 5 stars,"









  
  
    
  Guys after sell service is very bad. if go mi care they will charge 118 only to check what was the issue in device . which is very bad,  according to new surey mi redmi phones are last long only for 7-8 months after that it will not work fine.

  
"
544,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",5.0 out of 5 stars,"









  
  
    
  Awesome performance beautiful design fall in love excellent Mobile battery back up 2 Days overall my rating out of 5star budget phone keep All buy this product

  
"
545,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",4.0 out of 5 stars,"









  
  
    
  Best phone but color is not good. within 6 month of purchase. bace case leaves red color. very bad experience.

  
"
546,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",5.0 out of 5 stars,"









  
  
    
  Redmi 8 Emerald Green 64GB 4 GB RAMmobile

  
"
547,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",1.0 out of 5 stars,"









  
  
    
  Don't by this phone

  
"
548,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",5.0 out of 5 stars,"









  
  
    
  Good value for money

  
"
549,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",1.0 out of 5 stars,"









  
  
    
  Ordered a black color phone n got a blue one. Also phone is getting hanged after every call n could not disconnect the call.  Also after continous usage of 10-15 mins phone gives a black screen as output.

  
"
550,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",5.0 out of 5 stars,"









  
  
    
  till now mobile is working as expected like fast operating anything and mobile charging coming more than 24 hours once fully charged, the Picture quality is very nice, I will give review again after 6months, Thank you MI and Amazon.

  
"
551,MI,"Mi Redmi 8 Phone (Sapphire Blue, 4GB RAM, 64GB Storage))",1.0 out of 5 stars,"









  
  
    
  AMAZON I use fisrt time to order anything online ,but it's worst .. The delivery was on time and the product was looked correct but when we use it ..it was defective means no network connection after inserting the SIM card then we refund it and the delivery boy refuse to take it because the IMEI number was not matching..I'm so upset Yaar it's the worst I won't order anything on Amazon , The product is exchanged on the way and the refuse to take it back..plz reply and do something Amazon

  
"
552,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  At first glance it looks a bit bulky. Camera, display etc. are satisfactory. Overall GOOD non Chinese phone.However, for their improvement, I tried to give some critical feedback to the company over phone but it was not so easy, so, I am writing here sothat Samsung India can take this critical review for their improvement.Battery:Battery is 7K mha but it is draining so fast that its overall backup time is slightly better than any other average phone.User Interface:User interface needs tremendous improvement. You can't take screenshot easily. You need to learn fine motor coordination between your fingers and power&volume button with microsecond precision. After three days I discovered taking screenshot by swapping screen. But this easy method for taking screenshot is not easy to find in its setting section. Automatic redial isn't available. also in setting section, searching for basic operation like redial, call waiting etc are either missing or very difficult to access. UI should be more intelligent and intuitive. Call recording should take permission from user before it starts recording any call.Dolby Sound:Dolby sound effect is excellent but its available only for external speaker. Inbuilt speaker don't have Dolby effect. You hv to buy headphone or external speaker for experiencing Dolby sound effect. Its Dolby software is so impressive that its work on a cheapest headphone but Samsung's own inbuilt speaker doesn't.External Outlook:Read somewhere that this phone has 3D prism like glastic body. GLASTIC seems to be a discovery of new material (Glass+Plastic) because its looks transparent and shining. But in reality, its a cheap looking smooth and slippery plastic back body. Also, Its prone to scratches neither its water resistant. Sometimes it generates heat. In this price segment, Samsung can easily provide metallic back for better appearance and transfer of heat.Overall, its good non chini phone with good camera and display, a bit bulky, satisfactory speed, scope of tremendous improvement in UI and setting, and bit overpriced.

  
"
553,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Cons:_OverpricedBattery drain only fast in normal  uses give only  24 hours  backup.Sound quality  is so soBuild quality  is not goodPros:_Good processorGood  cameraUser interface  is goodFinger print sensor  working  very fast but some times missed out.After six days of uses, impressed  with camera performance, Display, fingerprint  working, and processor.Disappointed  with Battery  performance  my brother  realme 2 giving easily 2days battery  backup with 4250mah, but this phone is horrible in battery  backup  only  24 hours  with 7000. I have  doubt  its not 7000 man battery its like 2000 or 2500mah. Heating  issue also faced during  charging.

  
"
554,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  Awesome camera Awesome battery Awesome display  ....Super clear ZoomSuper Macro sensorSuper ultrawide angleAtlast Thanks Samsung for 730G

  
"
555,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  Genuine Feedback to samsung and all buyersNot Upto the Mark..Battery is good, but mobile is very heavy.. not handy for one hand operation.. if you use it continuously then you feel pain in your  hand, designed is out dated, poor quality material.. camera is just okay..I am not happy overall performance of this phone at this price band...Mobile should be perfect for 15-16k price band..Lookwise not goodDisplay qaulity is just good not bestSound quality is goodCamera not much good that I am expecting.Big screen which perfect for movie watcher.. but after 30 minutes you feel pain in your hands.I bought Electric blue colour, it's look like samsung old samrt phone .My request to Amazon, is it possible to return this mobile. Then help me for return...I am not happy with overall performance of the phone...

  
"
556,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  Ok so here comes the first review of this phone. Ordered on the first day of its sale and received on 3rd day. Indeed its a big and bulky phn but easy to handle. Few highlights:1. Seamless fingerprint scanner. I hv heard tht recent samsung phns have ths issue , however i dnt see any in ths phn. Its as gud as my past phns Asus 6z and Vivo v15pro. Side fingerprint scanner on the power button really makes it stylish and too easy to handle as well.2. Camera quality is really gud wth many features which luks tempting which im yet to explore. Even in dim light it scores quite well. Have all latest features like slow mo, 10x zoom, focus lens, panorma view and other added features.3. Battery ofcourse was the highlight while buying ths phn. I received this phn at 43%. And even after a rigorous 3 hr session of data transfer and apps installation it still holds at 33%. I believe it gonna last 2 days easily wth heavy net usage , mild games and gud 2 hrs of talk time.4. Luks wise it does seem premium despite a plastic back.5. Wonderful touch and a decent processimg speed. I tried playing 7-8 apps at the same time and it never hanged or lagged despite 50% memory up. Yet to try on heavy games though.6. Front cam does spoil the fun while watching full screen videos, like a small black dot bt can be lived wth.7. No headphones in the box.8. C to C charging cable capable of reverse charging too.Overall i wld rate it 4/5. Its one of the best non chinese phn available in the market for those who r luking for a huge battery wth a decent cam and light gaming purpose.Wld update on battery and cam after few days of usage

  
"
557,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars,"









  
  
    
  There's something wrong with the new Samsung M51 mobile. Many other users are also facing the same issue. We are unable to connect through Wi-Fi on Samsung M51.Meanest Monster Ever ... HahahahaThis meanest monster is performing poorly within 5 min of unboxing. My eight yr old Lenovo still works like charm with Wi-Fi.Issue: When you trying connecting through Wi-Fi, on giving correct password, it says ""Incorrect Password"".I have done every troubleshooting step suggested by Samsung Tech support:1. Forget the connection and reconnect again.2. Update the phone s/w to latest version.3. Reset Settings4. Reset Network Settings5. Factory Data ResetI have applied every step suggested by tech-support and the result is still the same.The most irritating thing is how can a company like Samsung mess-up such a basic feature & to the surprise, even the tech support has now run out of troubleshooting solutions.Instead of replacing it with new phone, tech support has now told me to get the hardware fixed from Samsung Service centre. I don't get it why should I take a brand new phone to service center & get it opened. Instead a replacement of this phone should be there, I have not even used it for more than an hour.Last year I ordered an MI phone from Flipkart, the battery was getting drained very fast. Within the next day, the phone was replaced without questions asked.Dissappointed by Amazon, the way they are handling this issue.Don't spend your hard-earned money on this phone. Unfortunately, if your phone turns-out to be faulty, then there is a never ending process to take care of issue.

  
"
558,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  After using for more than 2 day's I must say, snapdragon 730g works wonderful .CAMERA.This time M series did a honest job by giving us a INTELLI camera of 64 mega Pixcel and more feature in selfie camera.DISPLAY & FINGERPRINT.With Samsung SuperAmoled display you can truly trust the amazing view angle. Now in M51 feature of Widevine L Certification you can enjoy all those global Dolby theatre experience. I found it reliable for my 1920p to 4k level of movie watching without any distraction due to Infinite O display which gives Full Screen Ratio. Fingerprint on side is much faster than I expected. It doesn't takes a second also to open. Even FaceUnlock is faster.Superior, as it matches any S series flagship premium in classy look, strong built for this budget amount. 6.7 inches display is good to handle as it is well managed for one hand use also.

  
"
559,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",2.0 out of 5 stars,"









  
  
    
  I am giving this review after spending 20 days with this Phone. I am a retail user and after 6 year of redmi and realme user now buy the Samsung just because of Samsung+Snapdragon and very much dispointed. Here are some Pros and Cons which will help other user like me to decide whether they will buy it or not.Cons :1. No Haptic Feedback2. Low sound quality speaker at Rs 25K3. No apps lock features inbuilt4. No Case Cover in Box5. Plain Plastic back design at 25K which attract too much scratches.6. Samsung trusted Knox security not fully enable on this phone i.e no secure folder option.7. When Sealed Package open then phone display contain so much dust. Not expected the packaging like this from brand like Samsung.8. Gorila Glass 3 protection under 25k i.e out dated glass protection after using 2 days with full care i got one scratch mark on display.9. NFC given but Samsung Pay not there in this phone.10. Audio output in my boat rockers bluetooth headset with this phone is not as much as lound as compare to my previous phone Redmi Note 7 pro.11. Without using phone it take 2 hour to charge but when you use it frequently then it take 2.30-3 hour to charged it full from 0-100%.12. Full battery drained in 12 hour with non stop used including youtube, whatsapp Facebook, messaging, etc except game.13. No Carrier aggregation: Using Jio sim in Samsung M51 and realme X2 pro and both contain different net speed in which Samsung giving me 5mbps and realme x2 pro giving me 9-10mbps.14. Calling issue: while talking through ear piece on call, the person can hear my voice clearly. But if i put the call on loudspeaker, the receiver of call cant hear my voice or he hear my sound very low. Turning back to earpiece the person is able to hear me again.15. Camera Zoom quality is not good. When you focus on Sky whole pic turn into blue. i.e saturation level is too much high in this phone (Image attached).16. While watching movie video in this phone or playing video in youtube brightness fluctuate fast too much automatically i.e Adaptive Brightness issue.Pros :1. Super amoled plus display2. Camera quality Good3. 7000 Mah battery4. Till now Ram management is goodTo much hype created every where for this phone and due to this many user like me has purchased this phone but this phone under 25k is really not value for money. I am going to resale this phone. There are so many phone below 25k with best facilities as compare to this Samsung m51.Conclusion : Phone is overpriced and performance is average

  
"
560,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",5.0 out of 5 stars,"









  
  
    
  This is a perfect mobile for you,1. If you properly read the spec before buying this mobile2. If you don't expect all iPhone features in this mobile,3. if you are not a addictive gamer,4. If you don't expect your mobile to be a speaker,5. If you do concern about your data handled in Chinese mobiles,6. If you need better SAR value,7. If your first preference is battery, and decent level of camera quality,8. If you need all trending features to be covered in non Chinese mobile,THEN GO FOR IT... ALSO TRY TO UPDATE TO LATEST SOFTWARE ONCE AFTER SETTING UP YOUR MOBILE, OTHERWISE HEATING ISSUE WILL BE THERE.

  
"
561,Samsung,"Samsung Galaxy M51 (Celestial Black, 6GB RAM, 128GB Storage)",2.0 out of 5 stars,"









  
  
    
  It has issue with camera in night mode and pro mode.It seems like there is dust present on camera sensor which is only visible in dark photos. When photo is clicked with lens covered completely,  it shows hundreds of white spots in image, same happens with pro mode too. (This is not regular image noise)

  
"
562,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  Superb

  
"
563,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",1.0 out of 5 stars,"









  
  
    
  Guys after sell service is very bad. if go mi care they will charge 118 only to check what was the issue in device . which is very bad,  according to new surey mi redmi phones are last long only for 7-8 months after that it will not work fine.

  
"
564,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  Awesome performance beautiful design fall in love excellent Mobile battery back up 2 Days overall my rating out of 5star budget phone keep All buy this product

  
"
565,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",4.0 out of 5 stars,"









  
  
    
  Best phone but color is not good. within 6 month of purchase. bace case leaves red color. very bad experience.

  
"
566,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",5.0 out of 5 stars,"









  
  
    
  Redmi 8 Emerald Green 64GB 4 GB RAMmobile

  
"
567,MI,"Mi Phone Redmi 8 (Emerald Green, 4GB RAM, 64GB Storage)",1.0 out of 5 stars,"









  
  
    
  Don't by this phone

  
"
